unit,cycle,score,is_anomaly
1,30,0.42884754044499335,False
1,31,0.4343265034766728,False
1,32,0.4356384295731202,False
1,33,0.4419173964779773,False
1,34,0.4224450182055993,False
1,35,0.4440437071613045,False
1,36,0.4361192979134371,False
1,37,0.44561997456969293,False
1,38,0.42414937833402855,False
1,39,0.42833861823712216,False
1,40,0.43518621444315925,False
1,41,0.4492034496300269,False
1,42,0.427411644885062,False
1,43,0.42842401043466755,False
1,44,0.4316779464884663,False
1,45,0.43298906459789716,False
1,46,0.42401876755770646,False
1,47,0.4346629986509264,False
1,48,0.43867963778236485,False
1,49,0.45451798751150463,False
1,50,0.43149497814045473,False
1,51,0.4548251834434654,False
1,52,0.43773169815849006,False
1,53,0.4294921894204352,False
1,54,0.4313385850618566,False
1,55,0.42676467171290255,False
1,56,0.42566147637532953,False
1,57,0.42825423936397655,False
1,58,0.426131777920106,False
1,59,0.4268929737854055,False
1,60,0.43515815603043007,False
1,61,0.42567986450164336,False
1,62,0.43293201461606373,False
1,63,0.42216723172948617,False
1,64,0.4224290053783509,False
1,65,0.418193851412226,False
1,66,0.43123419097262194,False
1,67,0.42158499239806035,False
1,68,0.4304182457146738,False
1,69,0.4294712897547758,False
1,70,0.43638154580952704,False
1,71,0.4383317247441862,False
1,72,0.42240351574055157,False
1,73,0.4174708800433684,False
1,74,0.42591863059041674,False
1,75,0.4350388558217535,False
1,76,0.4249519832060077,False
1,77,0.44314773781074024,False
1,78,0.4157053929675326,False
1,79,0.423020232020533,False
1,80,0.42144797987155386,False
1,81,0.4300014645349068,False
1,82,0.4205938482857244,False
1,83,0.43450108848027497,False
1,84,0.4133415699911686,False
1,85,0.42321205997320555,False
1,86,0.4260121051329375,False
1,87,0.4398669887864967,False
1,88,0.42575582075962226,False
1,89,0.4298407405338851,False
1,90,0.4248283788052233,False
1,91,0.4406576510981559,False
1,92,0.43476786790334504,False
1,93,0.4284252085964288,False
1,94,0.42976662260904935,False
1,95,0.43015187052814546,False
1,96,0.43194508602536563,False
1,97,0.4366446168364393,False
1,98,0.4225392223558393,False
1,99,0.42617300855280754,False
1,100,0.43205569179472625,False
1,101,0.42522670838567755,False
1,102,0.414437816995846,False
1,103,0.4275605020387878,False
1,104,0.4230962532883983,False
1,105,0.42182783199558666,False
1,106,0.42864144439976626,False
1,107,0.4234316024313932,False
1,108,0.4327967574003545,False
1,109,0.4352590407027022,False
1,110,0.4387105832330925,False
1,111,0.4338438814223683,False
1,112,0.4216362733486557,False
1,113,0.4381623555548235,False
1,114,0.4461645209191776,False
1,115,0.439883150917558,False
1,116,0.4361702117940546,False
1,117,0.4248563344321065,False
1,118,0.44687873898505026,False
1,119,0.4254799768066989,False
1,120,0.43677242260361004,False
1,121,0.4368658030317654,False
1,122,0.43782478859007085,False
1,123,0.44443687464504317,False
1,124,0.4548033260244447,False
1,125,0.4557569994048875,False
1,126,0.4388875092561903,False
1,127,0.45370190165330493,False
1,128,0.45030854097913325,False
1,129,0.4481151383912608,False
1,130,0.43784193814623285,False
1,131,0.4458414251442838,False
1,132,0.43947831647951113,False
1,133,0.45273461423668576,False
1,134,0.4274578668543007,False
1,135,0.4482637894573474,False
1,136,0.43212136906062937,False
1,137,0.4349461970994443,False
1,138,0.4430239930936893,False
1,139,0.4523098181966202,False
1,140,0.44970960622837464,False
1,141,0.43646234631168607,False
1,142,0.4527222627437805,False
1,143,0.44169287914713073,False
1,144,0.4507570987342316,False
1,145,0.4275117935240898,False
1,146,0.4514699624845112,False
1,147,0.4401724914269899,False
1,148,0.4595273843266154,False
1,149,0.4467709318727282,False
1,150,0.4584601864610715,False
1,151,0.4593155985891857,False
1,152,0.4549736264096684,False
1,153,0.4362257255366327,False
1,154,0.46326733712712226,False
1,155,0.4398215326995307,False
1,156,0.46534386635842745,False
1,157,0.4642249146042223,False
1,158,0.470475216364045,False
1,159,0.4571855443009103,False
1,160,0.47270293925747026,False
1,161,0.4797093214901728,False
1,162,0.47808624876602274,False
1,163,0.5063843547207195,False
1,164,0.5008125594392602,False
1,165,0.49076202365278204,False
1,166,0.5050774601401911,False
1,167,0.5070172981511349,False
1,168,0.5290098821272774,False
1,169,0.5274202758129071,False
1,170,0.5235951480794858,False
1,171,0.5182798599706558,False
1,172,0.5340873386924601,False
1,173,0.540903716870721,False
1,174,0.5367929472744275,False
1,175,0.5387869362288216,False
1,176,0.5318483987335718,False
1,177,0.5703491743709,False
1,178,0.5660653180561559,False
1,179,0.5859623952250149,False
1,180,0.5722679403513347,False
1,181,0.5721945603632049,False
1,182,0.5838938503056521,False
1,183,0.5882269195581971,False
1,184,0.6058704323336207,False
1,185,0.5999418682134212,False
1,186,0.6284867449020235,False
1,187,0.6229706987428553,False
1,188,0.6321913811371433,False
1,189,0.6314557306830021,False
1,190,0.6318642730130128,False
1,191,0.6443889172155519,False
1,192,0.6467641271596709,False
2,30,0.48677820553805734,False
2,31,0.47222422366704386,False
2,32,0.48288994736620233,False
2,33,0.49042670750803763,False
2,34,0.5099554957878237,False
2,35,0.47743342740626465,False
2,36,0.47484316764830864,False
2,37,0.48644222855813446,False
2,38,0.48375592727134303,False
2,39,0.5009873527732751,False
2,40,0.48619071953854875,False
2,41,0.48055852620098777,False
2,42,0.4819044699438164,False
2,43,0.509065455180519,False
2,44,0.4862554597635074,False
2,45,0.49130343470547144,False
2,46,0.48295944974260446,False
2,47,0.4857603436194702,False
2,48,0.4808320993762225,False
2,49,0.47396502873708873,False
2,50,0.48717381040254265,False
2,51,0.4993373469305561,False
2,52,0.4718970696241201,False
2,53,0.48829372368028123,False
2,54,0.48498023699565745,False
